ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD),total_expense,savings_rate,expense_to_income_ratio,discretionary_vs_fixed_ratio
-1.7310322536392353,0.5312417439549328,1.2609368849159635,-1.2354927641803901,0.9599421403061449,0.23481360723998979,-1.1691668463101876,-1.336896028706231,1.608424264441632,0.19843252037318587,0.036209123125994835,-1.2532393342716908,-0.2354892181452641,-0.05425962739127232,0.7488891147928864,0.3130076102174385,-0.5823388544864978,-0.7693632333122631,-0.5888400150058041
-1.7289945464542567,-0.4981400547419363,0.2910597033342261,-0.6355526844564136,-0.4849137811579667,1.0164394199830313,1.5136741150131297,1.6134485748113556,1.12785833499194,-0.5120889312850287,-1.7262562667646668,0.30886985084438756,0.026697165485496433,0.9571054221342955,0.7943973647248948,0.7036835755817784,-1.2286251041694696,-0.28915746858617475,-0.103560299499905
-1.7269568392692782,0.8743690101872225,-0.3409591633448621,-0.7506926997569746,1.009039186181139,-1.4650328204730327,1.075659264184833,-1.1069990466139517,0.236122278179154,1.132260713981125,1.7522295166117707,-0.02982662161836267,0.47923804682078175,-0.8950329818161419,-0.4707319833849378,0.17289607290090822,1.0811163536106383,-0.029642047402439982,0.044297050112786694
-1.7249191320842998,-0.1550127885096466,-0.47045375407253365,-1.4839527971973905,-0.7233851468365093,0.19687060662139552,-1.5615551501772034,1.2302869379908898,0.0799817234843082,-1.0297545603502993,0.73288406919928,1.3694345625964337,-1.4494480902986486,0.896179816741189,1.568037613569037,-1.7068484934332717,0.5202240794804428,-0.6312799473376043,-0.40719727889396706
-1.7228814248993212,0.5312417439549328,-0.971912230923311,-1.4778927963920978,-1.424771516479282,1.540052828519632,1.5958018995434353,-1.5667930107985106,0.9127313485234858,0.5739938591068136,-0.9709139568115261,0.3786618512306512,0.5582531213396411,0.33566424712460924,-0.5253418833033479,0.3293710014368873,-0.4602426004644039,0.7832039364583238,0.7759486637710964
-1.7208437177143427,1.5606235426518018,-0.152312722531711,1.4470675922958418,-0.5340108270329608,-1.4422670201018761,1.0026567890467835,-0.14909495456278712,-1.399883756012397,0.4877162542626018,-1.0821375008337524,1.0013159723237879,1.1257250201569036,0.4818857000680648,-1.3262870821066952,0.37437032729037145,-0.8223728171202592,-0.10728553913205365,0.33127047714773133
-1.718806010529364,-0.841267320974226,-0.7821999910095206,-1.3869927843127074,-0.33762264353298443,0.04509860414701852,-1.6710588628842775,-0.45562426401915973,-0.8551267096326016,-1.4611425845713581,0.6986614402693642,0.024227966916096456,-1.5338505562619755,-1.2605866141747808,-0.607256733180963,-2.790923161721754,0.818453268653437,-0.9004986893847224,-0.8087765767558268
-1.7167683033443857,0.5312417439549328,0.5996085429692953,-1.4799127966605286,0.826678730074018,-1.601627622699972,0.5372660100417184,0.2723828459397253,1.426260283964312,0.9292545849359208,0.11687674846079626,0.6509874997966605,-0.8334896684811769,-1.6139551254547986,-0.48893528335774117,-0.41414058709681717,-0.39003702910993404,-0.7234672131349408,-0.7936907013617789
-1.7147305961594073,0.8743690101872225,0.39657381429751404,0.4087874543223605,1.492995781234652,-0.7972360095857739,-0.6672748297360975,0.5789121553960979,1.6726153813717353,0.3811380365138696,0.1999888472905917,0.7837291475901424,1.307100532120649,-1.0168841926023549,1.6135458635010453,2.1610481060639364,-0.28493277085245566,0.04568167959897384,-0.4831482367964677
-1.7126928889744286,-0.1550127885096466,0.8447423361163279,0.5138274682807672,-1.2844942425507275,0.9633192191169995,-1.1144149899566504,0.847125301170424,-0.8568616046847666,-1.2987376813351947,1.5138933508498575,-0.5293183890886811,-0.023585154662868604,1.3592144177287984,1.6681557634194555,-0.37834566880427295,0.13848364316379358,-0.796984250970581,0.1715322504165956
-1.7106551817894502,-0.4981400547419363,-0.9969585097883339,-0.42547265653960015,0.1323062241276732,-0.5164578050081764,-1.4246755092933605,1.3452354290370294,-0.9852438385449731,1.3454171494785894,-0.6665770066847753,1.0868453845618562,0.4954002211541848,-0.32233229112094086,-0.5799517832217579,-0.5092527985598633,-0.16149598746384675,0.3976573326171106,0.8105203419655632
-1.7086174746044718,0.8743690101872225,0.541522491984455,-0.14267261895927452,1.1913996422882598,1.5172870281484756,0.03537399346762836,-1.1836313739780449,1.049788057644517,1.5839493511067042,-1.0002476387514538,-0.7845381552070768,-1.0974718492600932,0.9936607853701593,0.7761940647520914,0.7619781568010647,-0.8958598070185027,-0.4014213741999621,-0.5853140805526255
-1.7065797674194931,0.8743690101872225,-1.0635709535782885,-1.3243727759913495,-0.8776901481579193,1.28962902443691,1.230789523853188,-1.4901606834344174,1.386357697764518,-1.7047499394256032,1.4735595381824567,1.1237940906487016,-1.4350817131134015,-0.29796204896369827,-1.1442540823786618,-1.0236769100212848,1.9839164734773014,0.2246461854472533,-1.0147777640698974
-1.7045420602345147,-0.841267320974226,0.7818601891786108,-0.9850127308949588,0.5952212280919031,0.17410480625023897,-1.2330440120559807,1.6134485748113556,-0.5584596557123946,0.6754969236294156,1.5737829514772101,-0.33362709388798106,1.0413225541935767,-0.4563686229857752,0.9673287144665266,-0.013237502220321789,0.19210637093678815,-0.6903780210274932,1.239055526567675
-1.7025043530495363,0.1881144777226431,1.1309093946379722,-0.12045261600653463,1.1703580511989766,1.3806922259215362,0.6923962697100734,1.6517647384934022,-0.27914155231383714,-0.6541932216166716,-0.6714659536747632,0.5859851464957286,0.0015560054113139153,1.4932507495936327,0.38482311533681945,0.2905079472906964,-0.8345234033556936,-0.73578792186109,0.07337340354853251
